averageSpeedupFactor,averagePercentFaster,averageTimeSaved,totalCUSUMTime,totalAdaptiveCUSUMTime,totalTimeSaved,totalSpeedupFactor,totalPercentFaster
1.16492425479178,2.70370077630378,1.99930833333333,56.3924,44.39655,11.99585,1.27019779690089,21.2721040423887
