0.0256047,0.0487414,2.03684,0,45708000
0.0379981,0.0468973,2.0222,2.03684,45908000
0.0341775,0.0237872,2.02015,2.0222,46104000
0.021249,0,2.04552,2.02015,46700000
0.0267984,0,2.04872,2.04552,46896000
0.0196382,0,2.04691,2.04872,47060000
0.0200784,0.0185432,2.0384,2.04691,48152000
0.0209493,0.0261658,2.03929,2.0384,48348000
0.0250407,0.0356156,2.03095,2.03929,49140000
0.0337505,0.0466866,2.02549,2.03095,49304000
0.0423698,0.0109287,2.02017,2.02549,49504000
0.0365713,0.019026,2.01903,2.02017,49700000
0.0407975,0.019604,2.02217,2.01903,49868000
0.0433467,0.0358361,2.02791,2.02217,50064000
0.0321952,0.048233,2.03183,2.02791,50228000
0.0361172,0.0324134,2.03473,2.03183,50428000
0.0458079,0.0419726,2.03546,2.03473,50624000
0.0618609,0.0332882,2.03475,2.03546,50824000
0.0644904,0.0438267,2.03347,2.03475,51020000
0.0757063,0.062662,2.03294,2.03347,51188000
0.0821024,0.0294554,2.03282,2.03294,51384000
0.0701188,0.0127697,2.03286,2.03282,51548000
0.0876641,0.0443636,2.03384,2.03286,51748000
0.0815619,0.037052,2.03595,2.03384,51944000
0.0686164,0.0369668,2.03793,2.03595,52112000
0.0687699,0.0339984,2.03914,2.03793,52308000
0.0470961,0.060724,2.03868,2.03914,52472000
0.0438159,0.0203039,2.03755,2.03868,52640000
0.0517289,0.0321967,2.03493,2.03755,52836000
0.0448868,0.0142989,2.03242,2.03493,53000000
0.0633355,0.0536365,2.0309,2.03242,53200000
0.0781876,0.0296706,2.02782,2.0309,53396000
0.139586,0.0125894,2.01801,2.02782,53564000
0.252197,0.0635763,1.9923,2.01801,53760000
0.168833,0.151683,1.94191,1.9923,53960000
0.094576,0.17923,1.85376,1.94191,54156000
0.125572,0.25857,1.7481,1.85376,54320000
0.296776,0.429701,1.63524,1.7481,54488000
0.479245,0.54645,1.52195,1.63524,54684000
0.486611,0.666671,1.43137,1.52195,54884000
0.566404,0.619782,1.34639,1.43137,55080000
0.488231,0.691418,1.25146,1.34639,55244000
0.557868,0.90967,1.12558,1.25146,55412000
0.854235,0.789378,0.948682,1.12558,55608000
0.45528,1.01228,0.791739,0.948682,55772000
0.732113,1.00131,0.615142,0.791739,55972000
1.12225,0.836142,0.465509,0.615142,56168000
0.921334,0.932989,0.35513,0.465509,56336000
1.08607,0.770179,0.253828,0.35513,56532000
0.816645,0.823866,0.189535,0.253828,56696000
0.741799,0.937835,0.141998,0.189535,56864000
0.867545,0.771946,0.10942,0.141998,57060000
0.676058,0.915769,0.0970427,0.10942,57224000
0.833181,0.938694,0.0932358,0.0970427,57424000
0.837382,0.80919,0.0925691,0.0932358,57620000
0.676469,0.934556,0.090146,0.0925691,57788000
0.874601,0.968122,0.0832736,0.090146,57984000
0.914417,0.988313,0.0724385,0.0832736,58184000
0.968618,1.04065,0.0625525,0.0724385,58380000
0.975489,0.995809,0.0538186,0.0625525,58580000
0.99424,0.972273,0.0561567,0.0538186,58776000
0.99013,0.96205,0.0584008,0.0561567,58976000
0.996656,0.990227,0.058623,0.0584008,59172000
1.00208,0.991851,0.0580982,0.058623,59372000
0.995872,0.788697,0.0573999,0.0580982,59568000
0.788649,0.99019,0.0578735,0.0573999,59732000
0.977963,0.973498,0.0592476,0.0578735,59932000
0.991335,0.829465,0.0610245,0.0592476,60128000
0.789946,0.967136,0.0619737,0.0610245,60296000
0.986536,0.831181,0.0619415,0.0619737,60492000
0.788171,0.847771,0.062083,0.0619415,60656000
0.789415,0.998341,0.0618255,0.062083,60824000
0.981816,0.799323,0.0611688,0.0618255,61020000
0.788871,1.01093,0.0599482,0.0611688,61184000
1.0054,0.982659,0.0588,0.0599482,61384000
1.00402,0.841987,0.0584339,0.0588,61580000
0.945994,0.980246,0.0570084,0.0584339,61748000
0.99221,1.02644,0.0536652,0.0570084,61944000
0.985737,0.949964,0.0539158,0.0536652,62144000
0.981409,1.00276,0.0557738,0.0539158,62340000
0.974931,0.968957,0.0400014,0.0557738,62540000
