0.000000,0.000000,0.000000,0.000000
0.000000,0.034521,2.049610,0.000000
0.000000,0.025947,2.045096,2.049610
0.022931,0.047772,2.037524,2.045096
0.034439,0.051512,2.030493,2.037524
0.029605,0.044825,2.026596,2.030493
0.000000,0.036578,2.021901,2.026596
0.000000,0.015497,2.001939,2.021901
0.000000,0.047908,2.001200,2.001939
0.000000,0.024803,2.001123,2.001200
0.000000,0.019052,2.001525,2.001123
0.000000,0.050371,2.001986,2.001525
0.000000,0.014344,2.001519,2.001986
0.000000,0.009356,2.000430,2.001519
0.018518,0.016038,1.993550,2.000430
0.051864,0.032078,1.995915,1.993550
0.040291,0.020693,1.997123,1.995915
0.016301,0.030419,1.998073,1.997123
0.000000,0.032801,1.998667,1.998073
0.022269,0.016901,1.998554,1.998667
0.032994,0.041888,1.998037,1.998554
0.031059,0.022021,1.997738,1.998037
0.046384,0.044943,1.997685,1.997738
0.066714,0.026621,1.997500,1.997685
0.086653,0.019212,1.997564,1.997500
0.064757,0.042715,1.997643,1.997564
0.072708,0.045513,1.997617,1.997643
0.093541,0.054451,1.998069,1.997617
0.071985,0.059958,1.998991,1.998069
0.079406,0.034786,1.999771,1.998991
0.071963,0.020027,1.999475,1.999771
0.062001,0.022631,1.997299,1.999475
0.178701,0.007693,1.963299,1.997299
0.163907,0.084509,1.933122,1.963299
0.176454,0.176503,1.878993,1.933122
0.022725,0.227839,1.769985,1.878993
0.216863,0.335696,1.651995,1.769985
0.396251,0.495650,1.539029,1.651995
0.430890,0.487834,1.437405,1.539029
0.555741,0.575345,1.366768,1.437405
0.432523,0.781899,1.290274,1.366768
0.664394,0.672819,1.167785,1.290274
0.610024,0.802493,1.036633,1.167785
0.665993,0.944675,0.882206,1.036633
0.925646,0.807601,0.699536,0.882206
0.925333,0.799299,0.559964,0.699536
1.003762,0.970243,0.434698,0.559964
1.183942,0.782061,0.315136,0.434698
0.888124,0.808582,0.237154,0.315136
0.975386,0.924355,0.175360,0.237154
0.806353,0.802080,0.124852,0.175360
0.846012,0.782926,0.100084,0.124852
0.729780,0.951456,0.088126,0.100084
0.810749,0.815579,0.086114,0.088126
0.732823,0.780821,0.088061,0.086114
0.703880,0.965834,0.088233,0.088061
0.908308,0.818117,0.082974,0.088233
0.743137,0.821969,0.074057,0.082974
0.760078,0.966261,0.064806,0.074057
0.978904,0.812933,0.057891,0.064806
0.775908,0.845742,0.056055,0.057891
0.782727,0.986085,0.056771,0.056055
0.961866,0.812417,0.058290,0.056771
0.776722,0.846352,0.059531,0.058290
0.932851,0.963381,0.060604,0.059531
0.838980,0.798306,0.061294,0.060604
0.939104,0.995268,0.061596,0.061294
1.001076,1.003405,0.061792,0.061596
0.855515,0.841941,0.061392,0.061792
0.962052,0.985235,0.060738,0.061392
1.016530,0.806936,0.059524,0.060738
0.811423,0.837593,0.058285,0.059524
0.858048,0.964249,0.057037,0.058285
1.010039,0.851100,0.055927,0.057037
0.814070,0.832238,0.055497,0.055927
0.809284,1.012224,0.055224,0.055497
0.999866,0.808187,0.055396,0.055224
0.796618,0.840764,0.056134,0.055396
0.790268,0.983582,0.057572,0.056134
0.984166,0.792612,0.059535,0.057572
0.781131,0.798051,0.061390,0.059535
0.780232,0.990973,0.063012,0.061390
0.981866,0.811298,0.041168,0.063012
0.843188,0.824039,0.017516,0.041168
1.073129,0.951339,0.079411,0.017516
1.115337,0.905436,0.114812,0.079411
0.999928,0.831036,0.124399,0.114812
0.748040,0.640146,0.122481,0.124399
0.758594,0.614861,0.116996,0.122481
0.611322,0.639960,0.109611,0.116996
0.624169,0.555346,0.100380,0.109611
0.516048,0.493586,0.093202,0.100380
0.449752,0.532702,0.087423,0.093202
0.509725,0.407503,0.083377,0.087423
0.382617,0.395656,0.081985,0.083377
0.363856,0.386837,0.081941,0.081985
0.405808,0.304380,0.061442,0.081941
0.252428,0.310735,0.054464,0.061442
0.206047,0.366738,0.075472,0.054464
0.419314,0.277089,0.157079,0.075472
0.415266,0.254081,0.234688,0.157079
0.460310,0.260857,0.298022,0.234688
0.315852,0.208086,0.302756,0.298022
0.251342,0.251702,0.257797,0.302756
0.360596,0.323994,0.241607,0.257797
0.432440,0.264257,0.316955,0.241607
0.292030,0.347968,0.415360,0.316955
0.212781,0.459992,0.538552,0.415360
0.342964,0.449055,0.682923,0.538552
0.391897,0.536118,0.803679,0.682923
0.473308,0.747803,0.927627,0.803679
0.850505,0.861709,1.067142,0.927627
1.075546,0.910376,1.191684,1.067142
1.073086,0.774740,1.287690,1.191684
0.863491,0.806554,1.353689,1.287690
0.856570,0.952831,1.412178,1.353689
0.975060,0.780877,1.469898,1.412178
0.706552,0.777220,1.509978,1.469898
0.647900,0.924491,1.543360,1.509978
0.823961,0.770007,1.572267,1.543360
0.670154,0.808498,1.587710,1.572267
0.823987,0.942839,1.594319,1.587710
0.818197,0.788787,1.589125,1.594319
0.723217,0.816275,1.577195,1.589125
0.815488,0.946444,1.563795,1.577195
0.981183,0.802054,1.551881,1.563795
0.791910,0.820023,1.546612,1.551881
0.800619,0.986654,1.545588,1.546612
1.005914,0.845484,1.548309,1.545588
0.804963,0.837945,1.551820,1.548309
0.807022,0.979596,1.555238,1.551820
1.000365,0.830676,1.558004,1.555238
0.798510,0.841191,1.558912,1.558004
0.793431,0.971897,1.558766,1.558912
1.006158,0.989924,1.557963,1.558766
1.004289,0.974358,1.557042,1.557963
1.014113,0.808170,1.556463,1.557042
0.804599,0.842102,1.556481,1.556463
0.956195,0.986746,1.556988,1.556481
0.861741,0.819318,1.557778,1.556988
0.959597,0.849996,1.558483,1.557778
0.846913,0.979506,1.559173,1.558483
0.949546,0.814803,1.559855,1.559173
0.854827,0.857223,1.560187,1.559855
0.813153,0.988440,1.560346,1.560187
1.005641,0.828432,1.560404,1.560346
0.808473,0.825718,1.560300,1.560404
0.807314,0.999838,1.560200,1.560300
1.002077,0.839209,1.560159,1.560200
0.800306,0.814117,1.560174,1.560159
0.799805,0.975400,1.560253,1.560174
1.032515,0.810467,1.559751,1.560253
0.294881,0.821349,1.561110,1.559751
0.552800,0.927971,1.564317,1.561110
0.745585,0.738661,1.566736,1.564317
0.829735,0.715552,1.567654,1.566736
0.696972,0.781027,1.568252,1.567654
