0.0227583,0.0743387,1.01577,0,45680000,0.223753
0.0370929,0.0762047,1.02656,1.01577,45872000,0.355824
0.0345616,0.0338138,1.25205,1.02656,46072000,0.355824
0.0233878,0.0327454,1.50335,1.25205,46268000,0.355824
0.023638,0.0642198,1.66958,1.50335,46468000,0.355824
0.0203097,0.0457063,1.73527,1.66958,46664000,0.355824
0.0286106,0.0288379,1.7228,1.73527,46864000,0.355824
0.0432659,0.0240153,1.66002,1.7228,47060000,0.355824
0.0371935,0.0701354,1.58756,1.66002,47228000,0.355824
0.0371503,0.0412699,1.51563,1.58756,47424000,0.355824
0.0272631,0.0721056,1.50995,1.51563,47820000,0.355824
0.0543006,0.051186,1.56921,1.50995,48020000,0.355824
0.0668987,0.0345204,1.63227,1.56921,48216000,0.355824
0.0520051,0.047295,1.66474,1.63227,48380000,0.355824
0.0404391,0.0829994,1.66578,1.66474,48548000,0.355824
0.0311541,0.0160002,1.63556,1.66578,48744000,0.355824
0.0201743,0,1.60118,1.63556,48908000,0.355824
0.0423125,0,1.56553,1.60118,49108000,0.355824
0.0492126,0.0145257,1.54638,1.56553,49304000,0.355824
0.0461026,0.00686892,1.54727,1.54638,49504000,0.355824
0.0276494,0.0459961,1.56271,1.54727,49700000,0.355824
0.0257626,0.027806,1.57951,1.56271,49868000,0.355824
0.0230942,0.0265102,1.59241,1.57951,50064000,0.355824
0.0310626,0.0207988,1.59464,1.59241,50264000,0.355824
0.0338162,0.0391904,1.58894,1.59464,50460000,0.355824
0.0235683,0.0444864,1.58136,1.58894,50624000,0.355824
0.0270942,0.0429946,1.57392,1.58136,50792000,0.355824
0.0567569,0.0508672,1.56821,1.57392,50988000,0.355824
0.0506932,0.0397889,1.56544,1.56821,51188000,0.355824
0.0348153,0.0591381,1.56528,1.56544,51384000,0.355824
0.0198484,0.0410449,1.56726,1.56528,51548000,0.355824
0.0268913,0.0369087,1.57069,1.56726,51716000,0.355824
0.0591526,0.0503398,1.57514,1.57069,51912000,0.355824
0.0421056,0.0640816,1.5773,1.57514,52076000,0.355824
0.0348003,0.0258125,1.57703,1.5773,52276000,0.355824
0.0365565,0.0214894,1.57469,1.57703,52472000,0.355824
0.0399793,0.0565407,1.57187,1.57469,52672000,0.355824
0.0401024,0.01239,1.5699,1.57187,52868000,0.355824
0.0318859,0.0398141,1.56963,1.5699,53036000,0.355824
0.0372694,0,1.57045,1.56963,53232000,0.355824
0.0515772,0.0276386,1.5736,1.57045,53396000,0.355824
0.130046,0.0249943,1.57919,1.5736,53564000,0.427954
0.188733,0.11368,1.58819,1.57919,53760000,0.635329
0.207964,0.176466,1.59637,1.58819,53960000,0.635329
0.071268,0.293626,1.60362,1.59637,54156000,1.47947
0.147331,0.416797,1.62264,1.60362,54356000,3.30532
0.311719,0.537489,1.64512,1.62264,54552000,4.80988
0.531704,0.643316,1.65126,1.64512,54752000,5.47504
0.70048,0.640396,1.62905,1.65126,54948000,5.47504
0.624121,0.697582,1.59555,1.62905,55112000,5.47504
0.768338,0.900661,1.56913,1.59555,55280000,6.07982
1.08262,0.81081,1.55074,1.56913,55476000,6.07982
0.896006,0.777794,1.5466,1.55074,55640000,6.07982
1.0805,0.932298,1.55044,1.5466,55808000,6.07982
0.895066,0.909785,1.55848,1.55044,56004000,6.07982
0.918466,0.914849,1.5661,1.55848,56204000,6.07982
0.853975,0.923792,1.57084,1.5661,56400000,6.07982
0.838777,0.916379,1.57268,1.57084,56600000,6.07982
0.85208,0.757573,1.57264,1.57268,56796000,6.07982
0.702472,0.789686,1.57237,1.57264,56960000,6.07982
0.719558,0.940178,1.57224,1.57237,57128000,6.07982
1.07063,0.930759,1.57145,1.57224,57324000,6.07982
1.00831,0.922182,1.57077,1.57145,57528000,6.07982
0.95349,0.761952,1.57285,1.57077,57720000,6.07982
1.06891,0.765856,1.57474,1.57285,57884000,6.07982
0.851775,0.82553,1.57592,1.57474,58052000,6.07982
0.820782,0.665305,1.57691,1.57592,58248000,6.07982
0.654536,0.752086,1.57795,1.57691,58412000,6.07982
0.691551,0.684305,1.57936,1.57795,58612000,6.07982
0.611245,0.519658,1.58152,1.57936,58808000,6.07982
0.507372,0.556801,1.58406,1.58152,58976000,6.07982
0.537453,0.478089,1.58718,1.58406,59172000,6.07982
0.451206,0.497082,1.58973,1.58718,59336000,6.07982
