0.0251917,0.067065,1.56139,0,34784000
0.0449563,0.0550684,1.52041,1.56139,34984000
0.0409815,0.0249972,1.51513,1.52041,35180000
0.0216532,0.038641,1.52709,1.51513,35344000
0.0243255,0.0274383,1.50261,1.52709,35908000
0.0247582,0.017448,1.49607,1.50261,36104000
0.0188746,0.042257,1.49726,1.49607,36276000
0.0162677,0.0546822,1.50863,1.49726,37200000
0.0291564,0.0313846,1.49743,1.50863,38384000
0.0435958,0.0210211,1.49313,1.49743,38580000
0.0392006,0.0266336,1.49007,1.49313,38744000
0.0522176,0.0204706,1.4889,1.49007,38944000
0.0597001,0.0576012,1.49039,1.4889,39140000
0.0395782,0.0491181,1.4931,1.49039,39308000
0.0277904,0.0292927,1.49695,1.4931,39504000
0.042894,0.035474,1.50106,1.49695,39704000
0.0502712,0.0601215,1.50353,1.50106,39900000
0.0450231,0.0434841,1.50268,1.50353,40100000
0.0651856,0.0793252,1.49974,1.50268,40296000
0.0669221,0.0511903,1.49737,1.49974,40496000
0.0781641,0.0697214,1.49724,1.49737,40692000
0.0662347,0.0208252,1.49928,1.49724,40892000
0.0783506,0.0674658,1.50158,1.49928,41088000
0.0738345,0.0679768,1.50283,1.50158,41288000
0.0754696,0.0788647,1.50298,1.50283,41484000
0.0428976,0.0689806,1.50273,1.50298,41648000
0.0279556,0.0106931,1.50347,1.50273,41848000
0.0181484,0.0259841,1.50511,1.50347,42044000
0.0415541,0.0337019,1.51161,1.50511,42408000
0.23844,0.00561792,1.52619,1.51161,42572000
0.326619,0.0363286,1.55413,1.52619,42740000
0.312309,0.0975358,1.59435,1.55413,42936000
0.16291,0.177361,1.61722,1.59435,43100000
0.136886,0.310097,1.60989,1.61722,43300000
0.18491,0.421553,1.5603,1.60989,43496000
0.431549,0.557984,1.50744,1.5603,43696000
0.553078,0.564642,1.49077,1.50744,43892000
0.578995,0.748806,1.51478,1.49077,44060000
1.1282,0.876617,1.57426,1.51478,44256000
1.10622,0.918766,1.62425,1.57426,44456000
1.0712,0.805369,1.64948,1.62425,44652000
1.01561,0.799199,1.6515,1.64948,44816000
0.944657,0.947082,1.63883,1.6515,44984000
1.04326,0.78605,1.61725,1.63883,45180000
0.768763,0.802894,1.59998,1.61725,45344000
0.738687,0.909991,1.58555,1.59998,45516000
0.901846,0.761384,1.57441,1.58555,45708000
0.714475,0.923885,1.56852,1.57441,45872000
0.887551,0.945014,1.56535,1.56852,46072000
0.896478,0.933275,1.56442,1.56535,46268000
0.906017,0.922084,1.56203,1.56442,46472000
0.934664,0.805171,1.5572,1.56203,46664000
0.913027,0.900089,1.55517,1.5572,46832000
1.14513,0.722457,1.55375,1.55517,47028000
0.82821,0.7089,1.55047,1.55375,47192000
0.86402,0.799735,1.54514,1.55047,47360000
0.672684,0.589422,1.53775,1.54514,47556000
0.685615,0.66842,1.53142,1.53775,47720000
0.555887,0.615989,1.52413,1.53142,47920000
0.600196,0.490883,1.51723,1.52413,48116000
0.449983,0.542239,1.51162,1.51723,48288000
0.531211,0.415412,1.50443,1.51162,48480000
0.391475,0.489162,1.49754,1.50443,48644000
0.458903,0.388846,1.48855,1.49754,48844000
0.426671,0.401764,1.47903,1.48855,49040000
0.319864,0.355655,1.4688,1.47903,49240000
0.253533,0.306075,1.45837,1.4688,49436000
0.319291,0.360939,1.44599,1.45837,49608000
0.587196,0.280212,1.4262,1.44599,49800000
0.467014,0.320366,1.40072,1.4262,49964000
0.515819,0.301954,1.33776,1.40072,50164000
0.451711,0.296287,1.25171,1.33776,50360000
0.407646,0.345128,1.16445,1.25171,50528000
0.63923,0.311087,1.05727,1.16445,50724000
0.609896,0.420593,0.968309,1.05727,50888000
0.66622,0.466558,0.849485,0.968309,51088000
0.307376,0.53754,0.722144,0.849485,51284000
0.222383,0.629256,0.60174,0.722144,51484000
0.413012,0.631217,0.470845,0.60174,51680000
0.644956,0.811903,0.351501,0.470845,51848000
0.998755,0.759354,0.230955,0.351501,52044000
0.919446,0.994775,0.147784,0.230955,52208000
1.24595,0.996953,0.0815102,0.147784,52408000
0.988212,0.993445,0.0469786,0.0815102,52604000
1.16302,0.924663,0.0332119,0.0469786,52804000
0.793176,0.962748,0.0471747,0.0332119,53000000
0.875171,0.942325,0.064043,0.0471747,53200000
0.879249,0.958192,0.0740368,0.064043,53396000
0.923152,0.92112,0.0753062,0.0740368,53596000
0.943266,0.84038,0.0747629,0.0753062,53792000
0.769828,0.962835,0.0676648,0.0747629,53960000
1.01162,0.81373,0.0224305,0.0676648,54156000
0.890681,0.943691,0.0539285,0.0224305,54320000
1.21663,0.912377,0.105557,0.0539285,54520000
1.09057,0.733369,0.121647,0.105557,54716000
0.89747,0.800786,0.122758,0.121647,54884000
0.709999,0.74066,0.117161,0.122758,55080000
0.748034,0.680051,0.10862,0.117161,55280000
0.669313,0.527208,0.098114,0.10862,55476000
0.489198,0.507172,0.0616188,0.098114,55640000
0.378109,0.577741,0.0191166,0.0616188,55808000
0.317439,0.533258,0.0557268,0.0191166,56004000
0.437057,0.516976,0.0730692,0.0557268,56208000
0.405664,0.475532,0.0660929,0.0730692,56400000
0.498963,0.459812,0.104919,0.0660929,56564000
0.707671,0.540938,0.178215,0.104919,56732000
0.67356,0.452896,0.263994,0.178215,56928000
0.554806,0.565029,0.287757,0.263994,57092000
0.65396,0.528635,0.267665,0.287757,57292000
0.610108,0.592323,0.27065,0.267665,57488000
0.551598,0.634016,0.333781,0.27065,57688000
0.456037,0.708214,0.445308,0.333781,57884000
0.678311,0.782631,0.578469,0.445308,58084000
0.542632,0.718615,0.673505,0.578469,58280000
0.855652,0.893853,0.725463,0.673505,58452000
1.25031,0.82261,0.767273,0.725463,58644000
1.09751,0.990546,0.797523,0.767273,58808000
1.253,0.984984,0.820824,0.797523,59008000
1.10806,0.949377,0.829111,0.820824,59204000
0.835929,0.951394,0.826277,0.829111,59404000
0.917457,0.975244,0.814983,0.826277,59600000
0.894966,0.93867,0.800775,0.814983,59800000
0.901312,0.952736,0.789811,0.800775,59996000
0.908688,0.93109,0.783901,0.789811,60196000
0.94655,0.957344,0.784228,0.783901,60392000
0.988047,0.943076,0.787692,0.784228,60592000
0.996201,0.959376,0.791386,0.787692,60788000
0.987051,0.982402,0.793914,0.791386,60988000
0.992779,0.825583,0.794712,0.793914,61184000
0.788357,0.986744,0.793411,0.794712,61352000
0.992776,0.806242,0.790839,0.793411,61548000
0.797867,0.994379,0.788598,0.790839,61712000
1.022,0.966297,0.786388,0.788598,61912000
1.0264,0.838051,0.78534,0.786388,62108000
0.813118,0.972791,0.785396,0.78534,62276000
1.00232,0.85597,0.785924,0.785396,62472000
